# t (s)	mx ()	my ()	mz ()	E_total (J)	E_Zeeman (J)	Angle (rad)	Roundness ()	Size (nm)	Cell_size (m)
0	0.99295676	-1.5333079e-08	0	8.2484936e-19	-2.6309382e-20	0	0.68	100	2e-09
0	0.70664227	0.70663893	0	8.6682795e-19	-2.647853e-20	0.7853982	0.68	100	2e-09
0	0.9928991	-1.3750571e-08	0	8.221271e-19	-2.6180766e-20	0	0.67	100	2e-09
0	0.7067278	0.7067252	0	8.656633e-19	-2.6353822e-20	0.7853982	0.67	100	2e-09
0	0.99280274	-1.2835653e-08	0	8.136551e-19	-2.5669912e-20	0	0.66	100	2e-09
0	0.706947	0.70694506	0	8.593791e-19	-2.585012e-20	0.7853982	0.66	100	2e-09
0	0.99280286	-8.467198e-09	0	8.136552e-19	-2.566991e-20	0	0.65	100	2e-09
0	0.706947	0.7069451	0	8.59379e-19	-2.5850118e-20	0.7853982	0.65	100	2e-09
0	0.99322695	-1.8544757e-08	0	8.136005e-19	-2.5363043e-20	0	0.64	100	2e-09
0	0.706966	0.7069643	0	8.557243e-19	-2.5530883e-20	0.7853982	0.64	100	2e-09
0	0.9932013	-1.7065254e-08	0	8.1193107e-19	-2.523526e-20	0	0.63	100	2e-09
0	0.70693886	0.70693696	0	8.537064e-19	-2.5401935e-20	0.7853982	0.63	100	2e-09
0	0.99314106	-2.0243888e-08	0	8.092259e-19	-2.5106607e-20	0	0.62	100	2e-09
0	0.7069274	0.7069256	0	8.5197794e-19	-2.5273555e-20	0.7853982	0.62	100	2e-09
0	0.99331737	-1.666615e-08	0	8.0904426e-19	-2.4856776e-20	0	0.61	100	2e-09
0	0.70673007	0.70672375	0	8.4866813e-19	-2.5010557e-20	0.7853982	0.61	100	2e-09
0	0.9932464	-2.0116808e-08	0	8.0599347e-19	-2.4727865e-20	0	0.6	100	2e-09
0	0.70667636	0.7066708	0	8.467538e-19	-2.4880745e-20	0.7853982	0.6	100	2e-09
0	0.99374247	-1.7699993e-08	0	8.064307e-19	-2.4358618e-20	0	0.59	100	2e-09
0	0.7063605	0.7063545	0	8.422761e-19	-2.4486023e-20	0.7853982	0.59	100	2e-09
0	0.9932579	-2.2312216e-08	0	7.938202e-19	-2.3965327e-20	0	0.58	100	2e-09
0	0.7058298	0.70581913	0	8.3263483e-19	-2.408424e-20	0.7853982	0.58	100	2e-09
